Word	FREQ
edmund	7
eel	7
egan	7
egg.	7
ein	7
elaborate	7
elbow,	7
eldest	7
elijah	7
elm	7
empire	7
encouraged	7
ended	7
enemies,	7
energetic	7
ensued	7
envelopes	7
environment,	7
equilibrium	7
era.	7
escaped	7
eternity	7
evil,	7
examination	7
example.	7
exceedingly	7
excellence	7
excessively	7
exchange	7
excitement	7
existence.	7
expensive	7
experienced	7
experiment,	7
extinction	7
extraordinarily	7
eyebrows	7
facial	7
fading	7
falls;	7
farmer	7
fast.	7
favoured	7
fearful	7
feeling.	7
fever	7
film	7
finally,	7
financial	7
fine,	7
finely	7
fire;	7
fits	7
fitzmaurice	7
five,	7
flapping	7
fleet	7
flings	7
float	7
flower.	7
foam	7
force.	7
fore	7
fore-limb	7
foreground	7
forgotten.	7
forse	7
fortnight	7
forwards	7
fossils	7
friends.	7
furious	7
ga	7
gaelic	7
gains	7
gardner	7
genealogical	7
generated	7
gentlemen,	7
germ-cells	7
giants	7
gibraltar,	7
giddy	7
girls.	7
girolamo	7
glasses.	7
gliding	7
gods.	7
going?	7
goodbye	7
goods	7
gorilla,	7
governed	7
grains	7
grandest	7
grave.	7
gravely.	7
gravitational	7
growled	7
guard	7
guiding	7
guilty	7
guinea	7
guinness's	7
gulf	7
hall,	7
harness	7
harp	7
hasn't	7
head;	7
healthy	7
heap	7
heel,	7
herds	7
hermit-crab	7
hers	7
hideous	7
him;	7
himself)_	7
hints	7
historic	7
hoofs	7
horizon.	7
horrible	7
horse's	7
hotel.	7
hour,	7
hour.	7
how?	7
humour	7
hungarian	7
husband.	7
hypothesis,	7
ideas.	7
idly	7
ignorant	7
images,	7
imitate	7
immensely	7
impressions	7
impresso	7
incessant	7
incomplete,	7
incredible	7
indeed.	7
indicating	7
indications	7
indirect	7
indispensable	7
injury	7
inquire	7
insurance	7
intercepts	7
intercourse	7
introductions	7
invasion	7
inwards,	7
ireland's	7
irregular	7
is?	7
islands,	7
it)	7
italy,	7
jet	7
jew's	7
joke	7
journey.	7
jove,	7
judged	7
judgments	7
jumped	7
justify	7
k_	7
kait	7
keel	7
kennedy,	7
kernan,	7
keys.	7
kneel	7
knees,	7
knife.	7
knight	7
lady's	7
lakes,	7
larger.	7
league	7
learning.	7
learnt	7
least,	7
leg.	7
leo	7
leopold,	7
leopold.	7
lessons	7
level.	7
liable	7
lieu	7
likeness	7
lime	7
link	7
linseed	7
lionel	7
liquor	7
listen.	7
listener	7
live,	7
lizzie	7
locks	7
locomotion	7
loro	7
lot.	7
lovely.	7
luck.	7
ludwig,	7
lumps	7
lxxxvii	7
madame	7
madonna	7
maggy	7
mammoth	7
mankind,	7
mantle	7
manzi's	7
maps	7
marchese	7
margin.	7
marginal	7
marion:	7
martin.	7
masked	7
mass.	7
mathematician	7
mathematics	7
matthew	7
maybe	7
means.	7
meat.	7
medici,	7
merchant	7
merciful	7
mervyn	7
midday	7
milano	7
mimicry	7
miserable	7
missing	7
missus	7
mist.	7
mockery	7
modelled	7
modified	7
moisture,	7
mole	7
molecules,	7
molly,	7
molti	7
monkey,	7
monks	7
moonlight	7
motionless	7
mountain.	7
mounts	7
mourning.	7
movement.	7
ms.,	7
multiply	7
murmur	7
murmured	7
must.	7
mutton	7
myself,	7
near.	7
neatly	7
ned,	7
nerves,	7
new,	7
newly	7
niches	7
noises	7
not;	7
nothing,	7
nourishes	7
november	7
now!	7
obscura	7
obscure.]	7
obtaining	7
on:	7
one's	7
opere	7
opposite,	7
opposite.	7
orbit	7
outward	7
owen	7
oxford	7
p.m.	7
page,	7
pain,	7
palms	7
paradise	7
passes,	7
passionate	7
passive	7
pat.	7
patriarch	7
payments	7
peace.	7
peep	7
penetrates	7
pennies	7
perceptible	7
perched	7
perfection	7
period.	7
perpendicularly	7
phenomena,	7
philosopher,	7
photosphere	7
physicist	7
pictorial	7
pieces,	7
pilasters	7
pints	7
pipe.	7
pittura	7
planted	7
plate,	7
poet,	7
points,	7
politics	7
pop	7
popped	7
porter.	7
positively	7
poster	7
poverty	7
prayers	7
praying	7
present-day	7
prevented	7
price.	7
primate	7
primates	7
procure	7
profitable	7
programme	7
pronounce	7
prospect	7
protestant	7
proved.	7
publicly	7
puffed	7
pulls	7
pupil.	7
purefoy	7
purposes	7
push	7
q_	7
qu'il	7
quali	7
quando	7
quarters	7
queens	7
quello	7
questions,	7
quoted	7
radiation	7
rage	7
railings	7
raphael	7
rats	7
razor	7
reactions	7
readable	7
ready.	7
rectangular	7
references	7
refuse	7
registered	7
regulation	7
rejected	7
relationship	7
religious	7
repeated,	7
requirements	7
requisite	7
reserve	7
respected	7
response	7
retrospective	7
ring.	7
ripe	7
rode	7
roof	7
roofs	7
room.	7
rose,	7
rotate	7
roughly	7
row,	7
rubbing	7
rushed	7
sadly	7
sails	7
saltness	7
salts	7
salute	7
scales	7
scraped	7
scratch	7
screen.	7
screened	7
seal	7
secondly	7
secondly,	7
security	7
seeks	7
semicircle	7
senses,	7
separates	7
separation	7
sepolcro	7
service.	7
settling	7
seymour	7
shapely	7
shave	7
sheep,	7
shelf	7
shoe	7
shore,	7
shores.	7
shouts	7
shove	7
shower	7
shown,	7
shrinking	7
sigh.	7
simple,	7
sin,	7
sinews,	7
size;	7
slack	7
sleepy	7
slowly.	7
smiled.	7
smiling,	7
snows	7
socks	7
sofa	7
solicit	7
solicitor,	7
songs	7
sort,	7
sounded	7
spawn	7
sporting	7
sports	7
spreads	7
spurs	7
st	7
staff	7
staircase	7
stamped	7
stare	7
statement.	7
station.	7
stays	7
steal	7
stick,	7
stick.	7
sticky	7
stimulus	7
stooped	7
stories	7
straight,	7
stratford	7
stream,	7
strenuous	7
strings	7
strokes	7
study.	7
subterranean	7
succeed	7
such,	7
suggestive	7
suitable	7
suits	7
summer,	7
summer.	7
sun-spots	7
sunshine	7
surface;	7
suspicion	7
swims	7
symbols	7
sympathetic	7
t	7
tails	7
talk.	7
talked	7
tanto	7
tawny	7
teaching	7
telegraph	7
tendon	7
tentative	7
terminate	7
terminates	7
termination	7
terra	7
texts,	7
thanked	7
the?	7
theory.	7
there:	7
thickest	7
think,	7
thirteen	7
thoughtfully	7
thoughts.	7
throughout,	7
tickets	7
tickled	7
tidal	7
tinge	7
tissue	7
to?	7
tonight	7
top,	7
totally	7
towns	7
trademark.	7
trailing	7
trained	7
tram.	7
transferred	7
transition	7
transmits	7
transparency	7
transparent,	7
treacherous	7
tread	7
treasure	7
tricks	7
trouble,	7
troubled	7
tube,	7
turbid	7
turned,	7
turned.	7
tweedy,	7
twinkling	7
twirling	7
twisting	7
typical	7
ulster	7
ulysses	7
unborn	7
uncertain	7
understanding,	7
understood.	7
uniformly	7
useful,	7
uses	7
ute	7
vanished	7
varieties	7
vault	7
vegetation	7
veiled	7
vengeance	7
verdure	7
vestige	7
vicinity	7
victim	7
viewed	7
vincent	7
virgins	7
void	7
waiter	7
walking,	7
walnut	7
wander	7
watch!	7
we,	7
weapon	7
weave	7
wed	7
wedding	7
weekly	7
well?	7
were.	7
whispered	7
whispering	7
whiter	7
widely	7
windows,	7
winds.	7
winged	7
within.	7
woe	7
womans	7
wonders	7
workshop	7
world's	7
would,	7
wounded	7
woven	7
wreath	7
x-ray	7
xii	7
yard.	7
yards	7
yeoman	7
è	7
'on	6
--all	6
--come,	6
--go	6
--one	6
--she	6
"small	6
"what	6
(_a_)	6
(_after	6
(_b_)	6
(_c_)	6
(h.	6
(sic)	6
..	6
.....	6
[5]	6
[7]	6
[a	6
[as	6
]	6
_(zoe	6
_d_,	6
_das	6
_et	6
_freeman's	6
_geschichte	6
_history	6
_if	6
_in_-4°	6
_k	6
_king	6
_le	6
_leonardo	6
_life	6
_ms.	6
_my	6
_n_.	6
_o,	6
_ombra	6
_p_	6
_r_,	6
_then	6
_this	6
_throwaway_	6
_v_	6
_we	6
1.e.1	6
1.e.9.	6
1.f.3,	6
1/6	6
1000	6
111	6
12:	6
1448,	6
1470	6
1492	6
1494.	6
1502	6
1502.	6
1504,	6
16:	6
17:	6
1872,	6
19:	6
191	6
1921	6
2)	6
20.	6
24:	6
25,000	6
3).	6
3500	6
36	6
37	6
400	6
45	6
600	6
65	6
7,	6
72	6
a_,	6
about?	6
abroad	6
absentminded	6
absorbed	6
absurd	6
accent	6
accidents	6
acid	6
across.	6
ad.	6
additions	6
adequate	6
ads.	6
advice	6
agitated	6
agreeable	6
agreed.	6
ahead	6
ahead.	6
aint	6
air-breathing	6
alabaster	6
albert	6
all-pervading	6
all;	6
alle	6
allied	6
allude	6
almighty	6
along,	6
along.	6
aloysius	6
alpha	6
alternately	6
am,	6
amber	6
ambrosian	6
amidst	6
analogy	6
ancestors.	6
ancients	6
ancients,	6
ancle	6
ancora	6
andrea	6
ann	6
anne	6
anni	6
annoyed	6
anonymous	6
ant	6
antiquity	6
anyhow,	6
ape,	6
appeal	6
april,	6
architecture,	6
ardent	6
are:	6
arent	6
arguing	6
arisen	6
armenia,	6
art.	6
ascending	6
ascertained	6
ashamed	6
ashplant,	6
aside,	6
assistance	6
assumed	6
assured	6
astronomy,	6
astronomy.	6
at?	6
atoms.	6
attempted	6
attendance	6
attracts	6
audience	6
aught	6
australia	6
aut	6
aveva	6
awhile.	6
axioms	6
ay.	6
b_;	6
babe	6
baby.	6
back)_	6
background;	6
bacon,	6
balancing	6
bandini	6
bar.	6
barefoot	6
bartell	6
base.	6
basin	6
battered	6
be?	6
beard,	6
beast.	6
beastly	6
beasts.	6
beats	6
beaufoy	6
beautiful,	6
bees,	6
belle	6
ben.	6
bent.	6
betray	6
bible	6
bidding	6
bier	6
binding	6
birthday	6
blaze	6
blooming	6
blow.	6
blush	6
boot.	6
both,	6
bowing	6
boxes	6
boy!	6
boylan.	6
boys,	6
braided	6
branded	6
breast,	6
breasts	6
breath,	6
breathing,	6
breeding	6
briefly	6
brightness,	6
britain,	6
broken.	6
bubbles	6
bugger	6
building.	6
bullet	6
bulls	6
bumped	6
burden	6
burke,	6
burrowing	6
business,	6
business.	6
butterfly	6
call.	6
cambrian	6
can,	6
canada	6
candle,	6
candle.	6
cap,	6
cape	6
capel	6
capture	6
captured	6
car.	6
care,	6
cared	6
caretaker	6
cartoon,	6
castle.	6
catalogue	6
causes.	6
cavallo	6
cave	6
ceases	6
cell	6
cells,	6
cells.	6
certainly,	6
chair.	6
chairs	6
changed.	6
chant	6
charges	6
chemist	6
chickens	6
childhood	6
children:	6
childs	6
chin,	6
chords.	6
chris	6
cigar	6
cioe	6
circulating	6
citizens	6
civilisation	6
claps	6
classification	6
cleared	6
clerk	6
cliffs	6
close.	6
clouds.	6
club	6
clutches	6
clutching	6
cod	6
collis	6
collision	6
colour-change	6
comes.	6
comets	6
comfort	6
commit	6
completed	6
complying	6
compositions	6
compounded	6
compounds	6
comprised	6
concavity	6
conclusions	6
confirmation	6
confusion,	6
conical	6
connect	6
considerably	6
conspicuous,	6
continental	6
continents	6
contracting	6
convent	6
cooled	6
corpse.	6
corruption	6
cotton	6
coughs	6
council	6
counterpoise	6
counting	6
cowley,	6
cowley.	6
cows	6
cream.	6
creature.	6
crosses	6
crushing	6
cry.	6
culminating	6
cunningham,	6
cup,	6
cured	6
curiously	6
curled	6
curling	6
current,	6
cuttlefish	6
daniel	6
darwin's	6
date,	6
daylight	6
dead?	6
dearth	6
deceived	6
dedicated	6
define	6
deftly	6
delicacy	6
delight,	6
delights	6
delivered	6
delta	6
derive	6
derived.	6
descend	6
described,	6
designed	6
despite	6
destruction.	6
detto	6
developed.	6
developing	6
devour	6
devoured	6
diameter.	6
dig	6
dignam:	6
direct,	6
disappointed	6
discernible	6
disciples	6
discuss	6
discussion.	6
disease.	6
distances.	6
districts	6
disturbances	6
disturbed	6
documents	6
dome.	6
dominant	6
donation	6
doors,	6
doran,	6
downwards,	6
drag	6
dragons	6
drawer	6
drawings.	6
drawn.	6
dress,	6
drifting	6
drinks	6
drums	6
duca	6
ducats,	6
due.	6
dung	6
duomo	6
duration	6
dwells	6
earthquakes	6
echo	6
edges.	6
edition.	6
eggs.	6
egypt,	6
eightpence	6
el	6
element.	6
elevations	6
eleven,	6
elsewhere.	6
em	6
emerge	6
emperor	6
emptying	6
enabled	6
enclose	6
encore!	6
endure	6
engineer	6
enregistered	6
equipment.	6
erect,	6
erection	6
erin,	6
errors,	6
escapes	6
escaping	6
estuaries	6
etna	6
eve	6
evening.	6
evenings	6
everlasting	6
everywhere.	6
evidences	6
evident,	6
evolution._	6
examine	6
exceeding	6
excrement	6
expenses,	6
explains	6
explanations	6
exposure	6
expressive	6
extract	6
eyes)_	6
facilitate	6
facility	6
fact?	6
failing	6
falcon	6
family,	6
far-reaching	6
fashion,	6
fat.	6
fate.	6
fathoms	6
fatigue	6
fault,	6
fear,	6
features,	6
feeble	6
fellow!	6
fertile	6
fetched	6
fetid	6
fifteen.	6
filthy	6
finer	6
finger,	6
fires	6
firmly	6
fish.	6
fixing	6
flat.	6
flayed	6
flee	6
fleming	6
flew.	6
flightless	6
flock	6
flood.	6
flour	6
flowers,	6
flowers.	6
flush	6
flutter	6
folk,	6
folly	6
footnote	6
forcibly	6
forehead,	6
foreman	6
foreshortened	6
forest.	6
forget.	6
fortune	6
fosse	6
found.	6
foundation's	6
fragrant	6
frankly	6
fringe	6
frowning	6
fruit.	6
fry	6
furiously	6
gallaher	6
gallons	6
gallop	6
gambier	6
garments,	6
garters	6
gas.	6
geese.	6
genitals	6
gent	6
gentleman.	6
gentlemen.	6
gerty's	6
gerty,	6
gia	6
gifts	6
gilded	6
given.	6
glances	6
glare	6
glencree	6
glistening	6
globe,	6
glue	6
gnawed	6
goal.	6
goes.	6
graciously	6
grande	6
grandfather	6
grappling	6
grass,	6
grey.	6
groaning	6
grossoni	6
grouped	6
grove	6
growth,	6
guglielmo	6
guineas	6
gun.	6
h	6
hackney	6
hairy	6
half,	6
hallway	6
halted,	6
hamlet,	6
handful	6
handkerchief.	6
handy	6
happened,	6
happiness	6
hare,	6
has.	6
haste	6
hatched	6
having,	6
headed	6
heading	6
hearing,	6
hearing.	6
heartily	6
heavens.	6
heaviest	6
heaving	6
hello,	6
hello.	6
hemispheres,	6
her!	6
her.)_	6
herbs	6
here.]	6
hides	6
hills,	6
him.)_	6
hips	6
history).	6
history,	6
hole.	6
home,	6
hoof	6
hook	6
hope.	6
hopes	6
horizon,	6
horn	6
horned	6
hospital,	6
hot.	6
hotter	6
humanity	6
humanoid	6
hunter	6
hurries	6
hurry.	6
hurrying	6
huxley	6
hynes,	6
ideal	6
ideas,	6
iii	6
imaginary	6
imagined	6
imagining	6
imitating	6
impossible,	6
improbable	6
improved	6
in:	6
in_	6
incandescent	6
included,	6
incomplete.	6
independently	6
indirectly	6
indistinctness	6
infancy	6
inference	6
inferred	6
informed	6
ingratitude.	6
inherent	6
ink,	6
inland	6
insect's	6
insects.	6
inside,	6
instantaneous	6
instantly	6
instruction	6
instrument,	6
instruments,	6
instruments.	6
intellect,	6
intelligible	6
intend	6
interest.	6
intersecting	6
introductory	6
invited	6
inward	6
irish.	6
iron.	6
isle	6
issued	6
italy.	6
item:	6
ivory	6
jack.	6
jaws	6
jellyfish	6
jesuit	6
john,	6
johnny	6
joining	6
judges	6
july,	6
junction	6
jungle	6
juniper	6
jupiter,	6
justice.	6
juvenile	6
k	6
keyes,	6
kidneys	6
kinch	6
kinch.	6
kinds,	6
kish	6
kiss.	6
kisses	6
klook	6
klook.	6
kneeling	6
knipe's	6
knowledge.	6
lacerated	6
lacquey	6
lad	6
ladder	6
lady.	6
lake.	6
lamb	6
lambert,	6
lame	6
lamp.	6
languages	6
lap	6
large.	6
larval	6
lasted	6
lasting	6
lasts	6
late.	6
laughs	6
laughter.	6
laurel	6
lazy	6
liability	6
liability,	6
liberty.	6
licking	6
life?	6
liffey	6
liquid.	6
listening.	6
literature,	6
lived.	6
lively	6
lo,	6
loaf	6
lodged	6
logical	6
loins	6
lombardy	6
london.	6
looks.	6
loop	6
lots	6
loudly)_	6
loving	6
low.	6
lowly	6
lxxxv,	6
lxxxviii,	6
lynch's	6
magee	6
maginni:	6
magnetism	6
maid	6
maiden	6
maimed	6
mais	6
man?	6
mane	6
mankind	6
many,	6
marie	6
marion.	6
married,	6
married.	6
marsh	6
marshes	6
martha,	6
mary's	6
massive	6
master.	6
masters,	6
masters.	6
material,	6
materials,	6
mattress	6
mcgregor.	6
mcgregor._	6
meadows	6
medici	6
meet.	6
melzi	6
membrane	6
memoranda	6
memorandum	6
mentioned,	6
menton's	6
mercury,	6
messengers	6
metal,	6
metals	6
meteors	6
mi	6
middle;	6
migrations	6
milano,	6
mile.	6
miles;	6
mincing	6
mine,	6
minutest	6
mio	6
missed	6
mistakes	6
mixing	6
mock	6
mocking	6
molecules.	6
molten	6
momentum	6
money?	6
mongrel	6
monkeys,	6
monstrous	6
month,	6
monuments	6
mooney's	6
moro,	6
most.	6
moulding	6
mountjoy	6
moustache.	6
mouth)_	6
move.	6
movements.	6
mulligan.	6
multicellular	6
multiplying	6
mulvey	6
municipal	6
murdered	6
murderer	6
muscle,	6
mutually	6
n_;	6
na	6
nails.	6
namely	6
names,	6
names.	6
nape	6
nasty	6
natives	6
natural.	6
nave	6
navel	6
nay	6
nearer,	6
nebula,	6
necessary,	6
necessary.	6
needles	6
nelly	6
nerve-cells	6
never.	6
newsboys	6
niche	6
niches.	6
ninth	6
no-one.	6
nodded.	6
noi	6
none.	6
notable	6
notably	6
notebooks	6
notice,	6
novel	6
nucleus,	6
o_.	6
oars	6
obliquely	6
obscurity	6
observatory	6
observed,	6
observing	6
obstacle	6
occasion,	6
oceans	6
octagon.	6
offshoot	6
one-celled	6
ones;	6
opening,	6
operation	6
opportunities	6
opulent	6
orang-utan	6
ordered	6
organs.	6
origin,	6
origin.	6
originated	6
originates	6
ornament	6
ourselves,	6
out:	6
outlets	6
outsider	6
outwards	6
overflow	6
ow!	6
owl	6
p_.	6
pacific	6
pad	6
pain.	6
painter.	6
palatable	6
pan	6
papa's	6
papal	6
parish	6
parliament	6
part;	6
particles,	6
particular.	6
parts;	6
passage.	6
passage.]	6
passed.	6
paternal	6
patron	6
pavement	6
pavia,	6
paws	6
pebbles	6
pebbles.	6
peck	6
pedestal	6
peering	6
peerless	6
peers	6
penetrating	6
performing,	6
permian	6
perpetual	6
personally	6
pg.	6
photograph,	6
picks	6
picnic	6
piercing	6
pig	6
pigeon,	6
pile	6
pillow	6
pipes	6
pithecanthropus,	6
pity.	6
pl	6
place;	6
plaited	6
plastered	6
play.	6
plinth	6
plume	6
plunged	6
po	6
polite	6
portion,	6
possessing	6
pot	6
potential	6
pouch	6
practise	6
practised	6
praised	6
premises.	6
president,	6
pretend	6
priest's	6
priest.	6
primitifs	6
primrose	6
principally	6
print!"	6
prior	6
privileged	6
pro	6
probabilmente	6
proceeding	6
process,	6
product	6
profile.	6
projection	6
projets	6
prolific	6
promptly	6
properties	6
prosperous	6
protected	6
proving	6
prudent	6
public.	6
publish	6
publishing	6
pungent	6
purchased	6
pursue	6
pursuing	6
quantity.	6
queen,	6
quel	6
quickly.	6
quotations	6
quotes	6
radiating	6
radio-activity	6
rain;	6
rapidity	6
rash	6
rather,	6
rattle	6
reclined	6
redolent	6
region,	6
reins	6
remark.	6
remarkably	6
reminding	6
remoteness	6
remoter	6
removed.	6
remuneration	6
replace	6
replied,	6
reply.	6
reports	6
representatives	6
reproduced.	6
reproduction.	6
reptile	6
reservoir	6
resident	6
resistance.	6
resulted	6
returns.	6
revolutions	6
rhodes	6
richly	6
ridges,	6
rift	6
riordan	6
rischgitz	6
rising,	6
roar	6
robber	6
robinson	6
rods	6
roger	6
roots,	6
route	6
rows	6
rudely	6
rule.	6
rules,	6
rumour	6
s.j.	6
s_,	6
sacrament	6
sailed	6
sailing	6
sailor,	6
salary	6
salient	6
sands	6
sap	6
saying,	6
scanty	6
scarce	6
schoolboys	6
scorn	6
scratched	6
screwed	6
sea-anemones	6
searched	6
seats	6
seaweed,	6
secondbest	6
sedentary	6
sedimentary	6
seems,	6
seen;	6
selected	6
sepulchre	6
serpents	6
seventeen	6
seventy	6
sheer	6
sheet,	6
sheets,	6
shell.	6
shirt.	6
shop.	6
shut.	6
sic	6
sickness	6
sickness.	6
signor	6
silvery	6
similarity	6
simpler,	6
situation.	6
skeletons	6
sky;	6
skyblue	6
slaughter	6
slave	6
slept	6
sliding	6
sluice	6
slung	6
sluts	6
small.	6
smaller.	6
smaller;	6
smoke.	6
smothered	6
snap	6
snout	6
snow.	6
snug	6
softly.	6
soldi,	6
something,	6
sons.	6
sont	6
sopra	6
souls.	6
sounds.	6
sour	6
sow	6
space;	6
spades	6
speed.	6
spinal	6
spirit,	6
spitting	6
spoke.	6
spots,	6
spreading	6
spurned	6
squaring	6
squeeze	6
stability	6
stable.	6
stables	6
staggering	6
stagnant	6
stars;	6
states,	6
steady	6
steak	6
steep	6
sternly	6
stickleback	6
stinging	6
stock,	6
stock.	6
stockings.	6
stop!	6
stop.	6
stored	6
straight.	6
strangely	6
streaming	6
streets,	6
strength.	6
stretch	6
stretching	6
strolled	6
strong.	6
strongest	6
stucco	6
stuck.	6
stupendous	6
submerged	6
substance,	6
sue	6
suggesting	6
sunny	6
superficies	6
survey	6
swallow	6
swarm	6
sweep	6
sweetly	6
swore	6
sympathy	6
tables	6
tack	6
taken,	6
telephone	6
telescopes	6
temperance	6
tempered	6
temple,	6
ten,	6
tending	6
tennis	6
terrible,	6
terrified	6
terry,	6
that!	6
theatre,	6
there;	6
therein	6
these.	6
they,	6
thickly	6
thigh,	6
thirtytwo	6
thomas,	6
thomson,	6
threatening	6
three.	6
thrice	6
tides,	6
tides.	6
tightly	6
tilted	6
tipped	6
titles	6
toe,	6
toes.	6
together;	6
tom.	6
tommaso	6
tone.	6
tongue.	6
torrent	6
tout	6
towers	6
tr.	6
traced	6
track	6
trademark,	6
training	6
trams	6
transfer	6
transformation	6
transit	6
transport	6
traverse	6
tre	6
trench	6
trick.	6
tries	6
trigger	6
triple	6
triumphs	6
trot	6
trunks	6
truth.	6
tu	6
tube.	6
tune	6
turning.	6
twelve.	6
u.s.	6
ultimately	6
und	6
understand.	6
understands	6
universe;	6
unknown.	6
unnecessary	6
uno	6
unpalatable	6
unto	6
unusual	6
up;	6
upturned	6
us;	6
utilised	6
utter	6
uttering	6
vanilla	6
variability	6
vastly	6
venerable	6
venus,	6
verdict	6
verging	6
versione	6
versus	6
vessel	6
vest	6
vibrations	6
vice	6
victuals	6
view.	6
virtuous	6
vita	6
voice)_	6
voices:	6
voyage	6
waist	6
waits	6
waltz	6
wandered	6
ward.	6
wards	6
warm.	6
warmth	6
warning	6
was:	6
watch.	6
watchful	6
waves;	6
way?	6
weapons	6
wee	6
weeks,	6
weights	6
west;	6
wheres	6
whiles	6
whirls	6
whisky	6
whispered.	6
why.	6
wicked	6
wide.	6
wife's	6
willow	6
willy	6
windows.	6
windy	6
wine.	6
wipe	6
within,	6
wives	6
wonder,	6
wondrous	6
woods	6
woolly	6
words:	6
world;	6
wrong.	6
wrongfully	6
x_	6
xc	6
xciv	6
xiii,	6
xxii,	6
xxvii,	6
yellow.	6
yelverton	6
yes!	6
yet,	6
you've	6
you;	6
youd	6
yourself,	6
--...	5
--_the	5
--certainly,	5
--god	5
--half	5
--here,	5
--hold	5
--quite	5
--so	5
--thanks,	5
--then	5
--this	5
--three	5
--we'll	5
--when	5
--which	5
"flying	5
"in	5
"o	5
"that	5
&c.]	5
(?).	5
(after	5
(an	5
(c.	5
(ed.	5
(from	5
(i	5
(nos.	5
(one	5
(though	5
[12]	5
[5].	5
[and	5
[only]	5
_(all	5
_(laughs)_	5
_(looks	5
_(shakes	5
_(stephen	5
_(turns	5
_ad	5
_come	5
_evening	5
_for	5
_irish	5
_libro	5
_love's	5
_n_,	5
_nel	5
_o_,	5
_y	5
_zeitschrift	5
0--0--1	5
1/5	5
1/8	5
1478	5
1493.	5
1499,	5
150,000	5
1513	5
1515,	5
157	5
18:	5
1888	5
1892,	5
18th	5
22:	5
26:	5
26th	5
3)	5
30.	5
31	5
47	5
49	5
5.]	5
500,000	5
501(c)(3)	5
54	5
57	5
62	5
70	5
76	5
800	5
88	5
9,	5
91	5
a.,	5
above-mentioned	5
abraham	5
absorb	5
absorption	5
abundantly	5
abysses	5
ac	5
accepted,	5
accompanies	5
accomplished	5
accuracy	5
accustomed	5
acid,	5
acquaintances	5
acres	5
actions.	5
actively	5
activities	5
addresses	5
adjacent	5
adjoining	5
administer	5
admire	5
adonai	5
ads	5
advancing	5
advantageous	5
advised	5
affecting	5
affirm	5
affording	5
again)_	5
agency.	5
agony	5
aha!	5
aided	5
alacrity	5
alfred	5
all!	5
all:	5
alleged	5
already.	5
alter	5
altercation	5
altre	5
america,	5
amoeba	5
amoeboid	5
analysing	5
angle,	5
animate	5
animated	5
anniversary	5
another's	5
antonio,	5
ants,	5
anvil	5
any)	5
apartment	5
apes.	5
appearance,	5
appreciate	5
approved	5
approximate	5
aqueous	5
aren't	5
arid	5
arithmetical	5
armpit	5
army.	5
arranging	5
arrested	5
arrival	5
arse	5
ascribed	5
asia,	5
aspect,	5
assai	5
assembled	5
assisted	5
astonished	5
astonishing	5
astonishment	5
at.	5
ate.	5
atlanticus	5
atlas	5
attachment	5
attaining	5
attention.	5
attributes	5
auction	5
author,	5
authors	5
avenue	5
avoiding	5
ay	5
b.)	5
back;	5
backed	5
bandmann	5
bands	5
bank,	5
bargain,	5
barks	5
barrow	5
barry:	5
bassin	5
bawling	5
bay,	5
be:	5
bear,	5
beasts,	5
beauties	5
beds,	5
been.	5
beer	5
beer,	5
beggar	5
belfast	5
beliefs	5
believe.	5
bellingham:	5
belt	5
bending,	5
bene	5
berlin,	5
berridge.	5
berridge._	5
bertha	5
best:	5
bestowed	5
bid	5
bids	5
biscuit	5
bitch	5
blame.	5
blinds	5
blocks	5
bluer	5
bluest	5
blurred	5
boar	5
board.	5
boards	5
boil	5
bologna	5
bolts	5
bonnet	5
bottles	5
boughs,	5
bounds	5
bowels	5
bowls,	5
box,	5
boys.	5
braccio,	5
brain;	5
branched	5
brazier	5
breast.	5
breeds	5
bricks,	5
bridges	5
brightest	5
brogues,	5
brow,	5
brown,	5
brunellesco's	5
brushes	5
bushe	5
busy	5
butcher's	5
butter,	5
butter.	5
buttresses	5
cage	5
callan	5
callan,	5
called.	5
called:	5
calves	5
camden	5
canary	5
canine	5
cannot,	5
capacious	5
car,	5
careless	5
carriage,	5
carrier	5
carts	5
caspian	5
castello	5
cat,	5
cathedral,	5
cattle,	5
cattle.	5
cause,	5
causes,	5
cavalry	5
cavity	5
ceased.	5
cemetery	5
cesena.	5
chain.	5
chalice	5
chalk.]	5
chamber,	5
champion	5
change,	5
chapel.	5
chapels,	5
chaps	5
charm	5
chase	5
cheeks,	5
cheerful	5
chemists	5
chest.	5
china	5
chips	5
choked	5
choking	5
chord	5
chorus	5
chosen	5
christ's	5
christened	5
ciii	5
cilicia	5
circus	5
cities,	5
civic	5
clapped	5
classic	5
claw	5
clay.	5
climbed	5
climbing	5
clings	5
clip	5
cloak.	5
clock.	5
closed.	5
clothes.	5
cloud,	5
cloudy	5
co,	5
coat.	5
coffee,	5
coil	5
coincidence.	5
cold.	5
collection,	5
collection.	5
collector	5
columnar	5
comb	5
combustion	5
comely	5
comet,	5
command.	5
commend	5
commissioned	5
communicate	5
communion	5
completing	5
composing	5
composition,	5
comprehension	5
compressed	5
concept	5
concern	5
concerned,	5
confessed	5
conifer	5
connection.	5
connemara	5
considered.	5
consolation	5
consort	5
constituent	5
contemporaries	5
contempt	5
conterminous	5
continuation	5
contrasted	5
conversely,	5
conviction	5
coombe	5
copper,	5
copper.	5
copying	5
cords	5
core	5
cornelius	5
corrected	5
costello,	5
coughing	5
court,	5
